Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Nefl,[0.18732036 2.64175378 6.42547084],[0.18732036 0.10565669 0.32847274],[2.43227468 1.24915279 4.81505044],0.43
Nefm,[3.55489259e-02 2.33598673e+00 8.39999738e+01],[0.03377148 0.02273136 0.04670925],[35.95909722 21.40811538 76.29767324],1.26
Nek1,[0.06654706 0.34716021 2.66092304],[0.00332735        nan        nan],[7.66482717        nan        nan],0.43
Nek2,[0.75142559 3.1592117  8.10361432],[0.75142559 0.48608118 1.25370963],[2.5650748  1.23251742 4.77322096],1.56
Nek4,[ 0.54117913 14.8546182  16.52047552],[0.54117913 0.26994044 0.88095621],[1.11214407 0.64247604 2.80205292],0.58
Nek5,[9.08171130e-03 1.03931435e+01 2.54655929e+01],[0.00045409        nan        nan],[2.52373699        nan        nan],0.02
Nell2,[5.32918961e-03 7.60156367e+00 4.19439831e+01],[0.00559565 0.00212996 0.01355661],[5.68334418        nan        nan],0.03
Nemf,[ 0.88124117  1.67745315 16.82729117],[0.88124117 0.67894885 1.14767874],[10.03145226  6.71573461 14.79498394],5.8
Nenf,[0.00882885 0.07110693 1.7286404 ],[3.46944695e-18            nan            nan],[96.5124331        nan        nan],0.19
Neo1,[0.33715733 1.32839107 5.50890959],[0.33715733 0.21791516 0.5291163 ],[4.14705408 2.26915691 7.22845065],1.12
Net1,[ 0.50165614  4.47611844 15.35947136],[0.50165614 0.3242768  0.78185064],[3.43142648 1.93819205 6.21999279],1.55
Neu1,[0.09748652 0.34009629 3.77078306],[0.09748652 0.04456415 0.1689312 ],[11.08739838  5.83906439 26.24046864],0.84
Nf2,[ 0.51891593  6.67291903 22.09860461],[0.51891593 0.37026495 0.73711086],[3.31168481 2.12918799 5.28243766],1.59
Nfam1,[ 0.02851301 16.40524717 18.29323482],[0.00142565        nan        nan],[1.14853691        nan        nan],0.03
Nfat5,[0.21409703 0.56240023 3.46314602],[0.21409703 0.08726502 0.39776058],[ 6.15779625  2.83512153 17.71032365],0.95
Nfatc1,[ 0.02851949 16.37067333 18.24901462],[1.38777878e-17            nan            nan],[4.42551058        nan        nan],0.03
Nfatc2ip,[ 1.51917941  1.77827557 11.91294642],[1.51917941 1.09042315 2.22136682],[ 6.69915656  3.5978595  11.23769629],5.49
Nfatc4,[ 0.08645336 17.72493883 61.33014124],[0.09077603 0.05314421 0.13758642],[3.14869513 1.58084928 7.16331549],0.3
Nfe2l1,[ 0.43794291  1.3221711  11.05171319],[0.43794291 0.31250203 0.60351982],[ 8.35876173  5.36825906 13.2615996 ],2.75
Nfe2l2,[  1.67732429 210.50417959 255.49052558],[1.67732429 1.25035477 2.27411807],[1.21370761 0.89052041 1.67161885],2.02
Nfia,[0.19297481 1.12684046 6.90659426],[0.19297481 0.07658218 0.47738839],[ 6.12916782  1.90251843 18.55228335],1.01
Nfib,[ 0.41938922  2.72101296 11.05416634],[0.41938922 0.28503707 0.65378905],[4.06251882 2.19369536 6.82153283],1.48
Nfkb1,[0.06140085 0.18908217 1.22382091],[6.9388939e-18           nan           nan],[6.47242887        nan        nan],0.3
Nfkb2,[0.12787699 0.96468319 2.01479916],[0.00639385        nan        nan],[8.29158497        nan        nan],0.24
Nfkbib,[1.1701494  2.49149836 6.84268941],[1.1701494  0.72711799 2.12965573],[2.74641538 1.04550701 5.71482163],2.19
Nfs1,[  0.56236165 107.36295016 267.80410159],[0.56236165 0.43280649 0.73283075],[2.49438099 1.83987841 3.43055844],1.4
Nfu1,[ 2.10997041 11.81608829 53.45586621],[2.21546893 1.63178985 3.00537525],[3.98111127 2.7706701  6.80834687],8.1
Nfx1,[0.39728509 0.61772407 8.84516441],[0.39728509 0.28105697 0.55012596],[14.31895691  9.11677757 22.92736625],3.46
Nfxl1,[ 0.17370365 33.26152777 86.73693478],[0.17370365 0.12158087 0.25366056],[2.60772552 1.64138754 4.2456695 ],0.45
Nfya,[0.46965573 0.97763378 4.91929627],[0.46965573 0.25470451 0.8171191 ],[ 5.03183951  2.27460361 11.54603705],1.6
Ngdn,[ 2.54631128  5.93648831 14.95617989],[2.54631128 1.53260047 4.72711327],[2.51936484 0.9569161  6.03450505],4.49
Nhlrc3,[ 0.03485131 15.31587404 23.39044941],[0.00174257        nan        nan],[1.57301913 0.48338071 5.73995692],0.05
Nhp2,[   2.71326483  266.20899372 1286.34467521],[2.71326483 2.28370978 3.22972988],[4.83208571 4.02142071 5.83650444],12.98
Nicn1,[1.3314817  4.87671568 5.01834998],[1.3314817  0.51630183 2.99333082],[1.02904297        nan        nan],1.08
Nid2,[ 2.41701959 14.14139763 39.55874112],[2.41701959 1.64557759 3.54849405],[2.79737139 1.66690499 5.26881922],5.77
Nif3l1,[  1.27539841  95.27909556 131.48404852],[1.27539841 0.96899119 1.74123023],[1.37998842 1.00206155 1.8709401 ],1.74
Ninl,[0.2465992  2.82596328 4.14773723],[8.32667268e-17            nan            nan],[5.82686864        nan        nan],0.33
Nip7,[ 1.41965479  6.98986496 44.26924371],[1.41965479 1.09019084 1.93384393],[6.33334749 3.92965022 9.55227978],7.47
Nipa1,[ 0.12425215 10.4704317  12.86731778],[0.13046476 0.07179693 0.25551897],[1.15518434 0.54805212 2.44389459],0.15
Nipa2,[0.26010915 0.8980771  2.76249107],[0.01300546        nan        nan],[3.07600658        nan        nan],0.62
Nipal2,[8.65602236e-03 1.08399381e+01 2.67441360e+01],[0.0004328       nan       nan],[2.54120086        nan        nan],0.02
Nipal3,[0.19005448 1.75312222 7.20322535],[0.19005448 0.11840071 0.30201356],[4.10879816 2.2963831  7.3105503 ],0.7
Nipbl,[ 0.25292029  0.39740603 22.346123  ],[0.25292029 0.19983806 0.31697017],[56.22995504 42.07465658 75.72277825],8.69
Nipsnap1,[0.84177493 0.61178808 1.78232358],[0.04208875        nan        nan],[0.11653209        nan        nan],1.03
Nisch,[ 0.49297722  0.77591885 11.35940508],[0.49297722 0.35900436 0.6744739 ],[14.6399395   9.47078029 22.55466113],4.41
Nit1,[0.29994417 0.98131403 5.21300801],[0.29994417 0.18448639 0.47283191],[5.31227296 2.92856448 9.80221611],1.22
Nit2,[ 1.2023936   6.721145   25.02287022],[1.2023936  0.88155979 1.73187063],[3.72300705 2.31172308 5.97624946],3.8
Nkap,[  1.29001826  61.8444071  119.38814384],[1.22551735 0.8408115  1.69900561],[1.93045983 1.42226619 2.53793251],2.44
Nkapl,[0.01919587 1.34705768 4.73880727],[6.9388939e-18           nan           nan],[3.51789484        nan        nan],0.07
Nkd1,[9.33915002e-03 1.05373577e+01 2.67170895e+01],[0.01027307 0.00236603 0.03626146],[2.53546385        nan        nan],0.02
Nkiras2,[ 0.51089793  4.11800551 13.77636063],[0.51089793 0.34563148 0.77562097],[3.34539635 1.89142113 5.71617613],1.52
Nktr,[0.23200946 0.60803727 4.23217157],[0.23200946 0.09539262 0.41007574],[ 6.96038189  3.32365522 20.27008551],1.17
Nlgn2,[0.10496638 3.13269672 8.24339521],[0.10496638 0.0516881  0.19524604],[2.63140545 1.29947794 5.92748375],0.27
Nln,[0.32563305 0.86516729 3.86363999],[0.32563305 0.17845093 0.5448677 ],[4.46577215 2.26545202 9.5438016 ],1.06
Nlrx1,[ 0.10374484 24.15089061 27.5402238 ],[0.00518724        nan        nan],[4.52714934        nan        nan],0.12
Nmb,[0.09945384 0.93101908 2.42825998],[4.16333634e-17            nan            nan],[2.60817424        nan        nan],0.23
Nmd3,[ 1.21305514 47.03962387 85.55581385],[1.21305514 0.7952094  1.61570124],[1.8188031  1.30073101 2.39972615],2.15
Nme1,[ 2.59175506  6.00471015 46.2770826 ],[2.59175506 1.95118001 3.6563967 ],[ 7.70679708  4.17764698 12.2520237 ],13.95
Nme2,[ 2.36413792  3.84785088 38.04318678],[2.36413792 1.79015548 3.30140813],[ 9.88686619  5.49045766 15.32353374],14.48
Nme4,[ 0.91441682  2.17085699 15.71483694],[0.91441682 0.68771757 1.23362286],[ 7.23900147  4.53735248 11.12218772],4.66
Nme7,[0.45469043 1.54648326 8.1884419 ],[0.45469043 0.3147535  0.65554302],[5.2948791  3.1794584  8.72954605],1.86
Nmi,[0.11775317 3.34713389 5.01531049],[4.16333634e-17            nan            nan],[1.49838956        nan        nan],0.17
Nmnat1,[0.08941284 1.00663824 3.65754418],[0.08941284 0.02036325 0.18381728],[3.63342465        nan        nan],0.3
Nmral1,[0.39748672 1.43013383 3.65046101],[0.39748672 0.16023717 0.78194322],[2.55253106 1.00987242 8.10179531],0.79
Nmt1,[ 1.36597917  5.56599669 18.52940236],[1.36597917 0.97175611 2.08736372],[3.32903582 1.82791451 5.63138099],3.65
Nmt2,[0.02083026 0.04581071 4.48756169],[0.00104151        nan        nan],[97.95878193         nan         nan],1.4
Nob1,[1.25169227 2.82180838 9.27935089],[1.25169227 0.83332015 2.0637153 ],[3.28844118 1.46541715 6.16931038],2.85
Noc3l,[0.7906532  3.1874987  4.13819303],[0.03953266        nan        nan],[4.02459721        nan        nan],0.82
Noc4l,[  1.59469086 496.43127266 661.77060283],[1.59469086 1.22154905 2.1512588 ],[1.33305583 0.97202484 1.78159005],2.12
Nod1,[ 0.17362972 17.84791225 37.68162292],[0.1823112  0.12967009 0.27036129],[2.11126222 1.22462892 3.51014919],0.36
Nol11,[  1.36283867 156.20860632 384.16961619],[1.36283867 1.10670095 1.71951039],[2.45933707 1.9269558  3.11003934],3.32
Nol12,[ 1.22602158 12.40112618 18.64400314],[1.22602158 0.70739187 1.87250523],[1.5034121  0.88467566 3.53932064],1.68
Nol7,[ 0.9669517   1.53686887 11.51873397],[0.9669517  0.72632942 1.31839399],[ 7.49493607  4.66895808 11.39607983],4.45
Nol8,[  1.22004203 180.57097756 251.82539388],[1.22004203 0.92488512 1.6413509 ],[1.39460614 1.0243016  1.90280453],1.69
Nol9,[ 1.51021779  6.65148292 17.07671228],[1.51021779 1.00692131 2.37328809],[2.56735415 1.36192544 4.89568914],3.16
Nolc1,[ 1.26330932  1.26811712 22.09129048],[1.26330932 0.98926644 1.62771896],[17.42054438 11.76889971 24.99151055],11.02
Nom1,[0.3154543  0.70222089 5.355708  ],[0.3154543  0.17043705 0.51120864],[ 7.62681382  3.96231823 16.88168431],1.66
Nomo1,[  2.09155701 307.86878181 357.03132031],[2.09155701 1.60656466 2.81141602],[1.15968666 0.85697195 1.54297531],2.41
Nono,[  4.20399765  82.70425347 248.49700717],[4.20399765 2.87579912 5.34972611],[3.00464603 2.26987271 3.69329127],12.02
Nop14,[ 1.29099799  1.77165255 11.57216059],[1.29099799 0.88746424 1.93004729],[ 6.53184542  3.37228548 11.91686036],4.88
Nop16,[   2.19329096  296.19671559 1094.61595533],[2.30295551 1.86529769 2.71802879],[3.58470375 2.93619836 4.3952784 ],8.05
Nop2,[   2.16741245  370.57473909 1158.07632341],[2.27578307 1.83412974 2.70178168],[3.03132922 2.46212187 3.73124863],6.73
Nop56,[ 2.44527663 11.62109163 63.26150276],[2.44527663 1.86614701 3.31894358],[5.44367988 3.39988503 8.29831086],11.0
Nop58,[ 4.13017393 10.55148106 44.02044497],[4.13017393 2.77364782 6.73598315],[4.17196834 1.85605724 8.32725811],12.38
Nosip,[0.23560279 0.3612343  4.90535823],[0.23560279 0.14373577 0.35843286],[13.57943661  7.90525406 25.03388128],1.94
Notch1,[0.15126272 5.15757921 9.75762838],[0.15126272 0.06559524 0.28586825],[1.89190083 0.91090573 4.9524794 ],0.28
Npat,[0.48286153 2.49272394 9.77718028],[0.48286153 0.33645897 0.72623158],[3.92228764 2.19389911 6.3859655 ],1.59
Npc2,[ 1.85833225  4.0829992  37.40919375],[1.85833225 1.45121829 2.4249359 ],[ 9.16218493  5.90231699 13.50046411],11.7
Npepps,[ 2.69853605 10.96031502 33.03240902],[2.56360925 1.75265625 4.06651985],[3.28506304 1.62034005 6.26898866],6.53
Npff,[ 0.0719683   5.50241911 10.06881282],[0.07916513 0.04249815 0.10857873],[1.66519843 0.75318463 3.77244399],0.13
Nphp1,[0.29384658 2.32482028 5.52209673],[0.29384658 0.14939739 0.53574712],[2.37527898 1.13959699 5.47844746],0.62
Nphp3,[0.36324968 2.31398848 2.6443791 ],[5.55111512e-17            nan            nan],[1.14277972        nan        nan],0.36
Nphp4,[ 0.12651892 18.9393361  32.27406265],[0.00632595        nan        nan],[4.771412      nan      nan],0.21
Npl,[0.26185058 1.87018375 8.9488037 ],[0.26185058 0.18302409 0.38008486],[4.78498634 2.91879413 7.53293553],1.1
Npm1,[  3.09330857   4.37194848 192.30807612],[3.09330857 2.51403818 3.8542765 ],[43.98681208 30.72441464 59.60370115],79.68
Npm2,[4.54640532e-03 4.21734934e+00 3.62472309e+01],[0.00454641 0.00109776 0.01429043],[9.11047715        nan        nan],0.04
Npm3,[  2.54969512 315.03457674 581.80128466],[2.54969512 2.04277161 3.22737925],[1.84678549 1.44710002 2.34273269],4.67
Npnt,[ 0.0344732  10.70272997 27.1170698 ],[0.0344732  0.01604543 0.07390375],[2.53365916 0.99722622 7.49216585],0.09
Npr1,[  0.82777483 176.79154612 277.46435085],[0.82777483 0.62361221 1.13565816],[1.56944354 1.10906891 2.17061335],1.29
Npr3,[0.01011832 0.90374958 4.17011373],[0.00050592        nan        nan],[8.90547521        nan        nan],0.05
Nptx1,[ 0.03313297 14.12143775 15.73265166],[0.00165665        nan        nan],[4.42296515        nan        nan],0.04
Nptx2,[ 0.20144958 31.51822641 85.47913574],[0.20144958 0.14052605 0.29052888],[2.71205412 1.73924367 4.38240485],0.54
Nqo2,[ 0.46770068 18.78996534 21.27633811],[0.49108572 0.32480996 0.76467069],[1.03041529 0.65947729 2.41137311],0.52
Nr1d2,[ 0.29202294 64.69152851 66.33938924],[0.30662409 0.18502812 0.53306025],[0.96394423 0.52749312 1.7861246 ],0.3
Nr1h2,[ 1.34972372  4.73125986 20.18629223],[1.34972372 0.99374298 1.95943908],[4.26657864 2.39654923 6.87396896],4.48
Nr2c1,[ 0.28097882 50.01603305 95.75500766],[0.28097882 0.20039946 0.40709529],[1.91448625 1.24013775 2.93816945],0.53
Nr2c2,[0.09232225 0.20227622 5.76128758],[0.09232225 0.04807604 0.14998878],[28.48227844 16.10801919 59.20570187],1.81
Nr2c2ap,[0.56593741 1.05716044 6.47363573],[0.56593741 0.35713629 0.88794902],[ 6.12360763  3.16686177 11.74478256],2.26
Nr3c1,[0.29059959 1.71588467 2.59095463],[0.01452998        nan        nan],[1.50998181        nan        nan],0.38
Nr4a1,[0.14500748 0.81235525 3.89248108],[0.14500748 0.06641468 0.25994173],[ 4.7915996   2.35400209 11.64295456],0.59
Nr6a1,[  0.46370061  71.95035308 134.40998549],[0.48688565 0.33363664 0.63189656],[1.86809348 1.30989487 2.7453004 ],0.86
Nradd,[ 0.23620286 30.27611381 50.90647371],[0.248013   0.16111113 0.35774083],[1.68140713 1.04994998 2.72349955],0.39
Nras,[  2.69210363 323.67596613 373.25587426],[2.69210363 2.10575298 3.62540387],[1.11858227 0.84297485 1.48983876],3.08
Nrbf2,[ 0.08506835  8.40560222 25.38745044],[0.00425342        nan        nan],[11.99059574         nan         nan],0.25
Nrbp1,[1.67702385 3.34649485 3.5168494 ],[1.67702385 0.43597164 5.28168083],[0.16814486        nan        nan],1.17
Nrd1,[0.02107492 0.01522351 3.4898501 ],[0.02107492        nan        nan],[229.24079386          nan          nan],2.03
Nrf1,[ 0.84480558  9.60374811 24.47509508],[0.84480558 0.58567616 1.18848301],[2.54849407 1.66529131 4.36611842],1.98
Nrip1,[0.08197422 0.84731587 3.67324022],[0.00409871        nan        nan],[4.33514862        nan        nan],0.32
Nrm,[0.14660418 0.25074272 8.23086076],[0.14660418 0.09702181 0.21226545],[32.82592163 20.7992723  53.71527509],3.04
Nrp2,[0.30370514 1.79599214 8.85186369],[0.30370514 0.20518712 0.44149938],[4.92867619 2.98509034 8.20106066],1.28
Nrtn,[ 0.19766689  9.64570555 18.60038758],[0.19766689 0.10062141 0.32409602],[1.92835946 1.08462633 4.31087857],0.37
Nsa2,[ 0.57616206  8.26570788 13.93455827],[0.57616206 0.33335867 0.92224394],[1.63525275 0.97694871 3.57309354],0.91
Nsd1,[ 3.09577539 27.48575938 84.71487606],[3.09577539 2.08973554 4.17987307],[3.082137   2.07762348 6.11232903],8.58
Nsdhl,[0.57981816 0.74609311 5.2990473 ],[0.57981816 0.36676921 0.90204756],[ 7.10239409  3.73913738 13.58749524],2.32
Nsf,[0.39363479 0.37052894 8.3028296 ],[0.39363479 0.27825052 0.54381749],[22.40804609 14.34888404 35.84432115],4.28
Nsfl1c,[  1.96312794 160.94120507 308.25836797],[1.96312794 1.47073127 2.58862506],[1.85788728 1.4473473  2.4225771 ],3.71
Nsg2,[0.04810719 0.90425186 2.52821579],[0.00240536        nan        nan],[2.79591991        nan        nan],0.13
Nsl1,[0.26238961 0.62235255 5.09921003],[0.26238961 0.16438746 0.40498747],[ 8.19344276  4.63003877 14.72153597],1.51
Nsmaf,[0.51867662 2.30204355 4.9919484 ],[0.51867662 0.24714538 0.99927516],[2.16848565 0.91118714 5.87076881],0.92
Nsmce1,[0.43485832 1.72423924 7.466109  ],[0.43485832 0.28185276 0.66535811],[4.33008877 2.37774064 7.78213083],1.5
Nsmce2,[0.70704545 0.74868905 9.41181864],[0.70704545 0.50362347 0.98470636],[12.57106491  7.64398753 20.78130588],4.57
Nsmce4a,[0.80007801 0.79261909 9.61692786],[0.80007801 0.58664809 1.09600669],[12.13310155  7.59393181 19.14493483],4.83
Nsun2,[ 1.44544826  2.79078657 20.19906409],[1.44544826 1.09225727 1.96371827],[ 7.2377674   4.45753699 11.0755385 ],6.89
Nsun4,[ 0.70281796 47.04964582 66.52204228],[0.70281796 0.52033259 0.99048173],[1.41386914 0.96238512 2.00264554],0.98
Nsun5,[  0.71481529 146.66130897 291.88564514],[0.71481529 0.55126542 0.93716795],[1.9902021  1.47015954 2.6986079 ],1.42
Nt5c2,[  0.52742343 106.91347617 129.97814895],[0.52742343 0.37286732 0.77584748],[1.21573214 0.7985316  1.82233506],0.64
Nt5dc2,[  1.42640517 127.67332688 197.35847839],[1.42640517 1.12791159 1.94444396],[1.49943398 1.12724461 1.99603365],2.18
Nt5dc3,[ 0.58835311  9.64312265 11.84912326],[0.58835311 0.29256125 0.98209375],[1.22876413 0.68598874 3.16750348],0.68
Ntan1,[0.22467981 0.35047276 4.13267765],[0.22467981 0.10589612 0.38202039],[11.79172294  5.93582355 29.3237992 ],1.61
Nthl1,[0.58273283 2.48875309 5.7246734 ],[0.58273283 0.34185676 1.03451694],[2.30021749 1.07011214 4.78208242],1.09
Ntn1,[0.2610894  1.26642247 4.47444695],[0.2610894  0.13548272 0.45035512],[3.53313925 1.74114512 7.88045338],0.76
Ntpcr,[0.49736921 4.84487294 9.58938801],[0.49736921 0.29772983 0.79778526],[1.97928576 1.09288619 3.93957181],0.89
Nuak1,[ 0.03946138  5.36985344 10.35095799],[0.03946138 0.00763924 0.09688448],[1.92760531        nan        nan],0.08
Nub1,[  0.77355723 115.94957026 273.65919992],[0.77355723 0.60537512 0.99812489],[2.36015709 1.77469598 3.14695974],1.81
Nubp1,[ 2.34605664 51.23459043 84.04689182],[2.34605664 1.46964723 3.19293807],[1.64043259 1.17657475 3.58495167],3.68
Nubpl,[0.23412876 0.84211756 3.54761236],[0.23412876 0.1094192  0.41671942],[ 4.21272816  2.02783801 10.44951696],0.77
Nucb1,[0.63735674 0.86927266 6.95453183],[0.63735674 0.45089508 0.90916383],[ 8.0004033   4.7834961  13.05451703],2.94
Nudc,[ 1.87368104  9.17676283 63.60349949],[1.87368104 1.42521264 2.45449171],[ 7.34678565  4.53500957 10.67744507],10.78
Nudcd2,[  2.37479727 417.93338011 922.69746115],[2.37479727 1.92183715 2.95876962],[2.20776206 1.75059629 2.7740358 ],5.21
Nudcd3,[0.16875972 0.24365481 8.91365027],[0.16875972 0.10747036 0.24857411],[36.58310765 22.2704897  63.81568095],3.65
Nudt1,[  1.21815636 160.8116991  202.37610094],[1.21815636 0.9198283  1.66037514],[1.25846628 0.90900669 1.7187998 ],1.52
Nudt11,[ 0.04364209 13.33593658 32.0855267 ],[0.0021821       nan       nan],[2.40594476 0.95124301 7.19878327],0.1
Nudt13,[  0.47773324 272.13974902 286.60181695],[0.5016199  0.47723604 0.77830172],[0.98995354 0.6124081  1.53708591],0.5
Nudt14,[0.25528575 0.88231358 3.10367793],[0.25528575 0.09133561 0.4888234 ],[ 3.51765859  1.52806009 11.89520684],0.7
Nudt16,[3.19692237e-02 1.11027916e+01 6.56990564e+01],[6.9388939e-18           nan           nan],[ 5.91734572  2.77396513 15.73863895],0.19
